,BIOGRAPHICAL INFORMATION,,,,,,,,,,,,,,TEST SCORES,,,,,,,,,,,,,,,OUTPUT
1254,ApN,9,NOV,Y7,A,T,78,75,Y14,Y16,X,B,71.9,Y20,33.96226415,65.60509554,67.27272727,53.37423313,36.06557377,59.28143713,56.42458101,50.28901734,25,49.64028777,42.06896552,45.98540146,50.90909091,53.16455696,49.42528736,MD
1257,VyG,9,NOV,Y8,A,T,73.2,63.8,Y14,Y16,X,G,64.26,Y20,16.98113208,56.68789809,45.45454545,53.37423313,19.67213115,49.7005988,43.01675978,57.22543353,41.07142857,49.64028777,69.65517241,78.10218978,67.27272727,83.5443038,58.62068966,LP
1263,HtB,12,APR,Y7,A,Q,85,64.67,Y14,Y16,X,L,67.84,Y20,47.16981132,74.52229299,70.90909091,54.60122699,36.06557377,71.25748503,58.65921788,50.28901734,55.35714286,72.6618705,57.24137931,76.64233577,36.36363636,78.48101266,28.73563218,BP
1264,VnS,11,AUG,Y7,A,T,75.2,71,Y14,Y16,X,B,67.9,Y20,52.83018868,61.78343949,78.18181818,69.32515337,27.86885246,47.30538922,53.0726257,51.44508671,28.57142857,49.64028777,58.62068966,38.68613139,54.54545455,63.29113924,51.72413793,MD
1265,AdV,12,JAN,Y8,A,A,88.72,95.16,Y14,Y16,X,G,75.58,Y20,28.30188679,63.05732484,68.48484848,47.2392638,49.18032787,66.46706587,60.89385475,64.16184971,62.5,71.22302158,71.03448276,79.5620438,60,78.48101266,51.72413793,BP
1266,UhG,12,MAR,Y8,A,T,76.33,66.2,Y14,Y16,X,G,73.85,Y20,50.94339623,59.23566879,55.15151515,73.00613497,42.62295082,61.67664671,60.89385475,66.47398844,69.64285714,71.22302158,77.93103448,88.32116788,60,48.10126582,65.51724138,BP
1268,BaS,21,JAN,Y3,A,E,83.2,83.33,Y10,Y12,Z,G,71.25,Y20,28.30188679,60.50955414,60,47.2392638,47.54098361,46.10778443,69.83240223,60.69364162,51.78571429,56.83453237,80.68965517,66.42335766,67.27272727,73.41772152,63.2183908,MP
1269,KnK,20,MAR,Y8,A,A,82.63,91.9,Y14,Y16,X,J,74,Y20,69.81132075,84.7133758,79.39393939,80.36809816,26.2295082,58.08383234,47.48603352,53.75722543,44.64285714,62.58992806,60,66.42335766,58.18181818,50.63291139,60.91954023,BP
1270,DnM,17,OCT,Y8,A,F,83.4,61.2,Y14,Y16,X,B,72.4,Y20,60.37735849,68.15286624,76.96969697,64.41717791,26.2295082,48.50299401,54.18994413,56.06936416,42.85714286,69.78417266,51.72413793,64.96350365,72.72727273,58.2278481,79.31034483,MD
1271,MiP,21,SEP,Y7,B,T,84.8,83,Y14,Y16,X,B,69.92,Y20,52.83018868,82.1656051,67.27272727,90.18404908,36.06557377,64.07185629,59.77653631,66.47398844,44.64285714,82.73381295,58.62068966,53.28467153,87.27272727,96.20253165,81.6091954,BP
1277,ShG,15,SEP,Y8,A,A,83.9,95.75,Y14,Y16,X,B,74.77,Y20,58.49056604,71.97452229,73.33333333,70.55214724,49.01639344,72.45508982,68.7150838,64.16184971,57.14285714,76.97841727,61.37931034,72.26277372,63.45454545,68.35443038,72.4137931,BP
1279,SiK,8,AUG,Y7,B,A,94.3,89.66,Y14,Y16,X,J,72.13,Y20,45.28301887,66.87898089,75.75757576,61.96319018,24.59016393,46.10778443,47.48603352,60.69364162,41.07142857,61.15107914,68.27586207,60.58394161,49.09090909,63.29113924,42.52873563,BP
1283,VrM,12,FEB,Y7,A,T,74.6,69.4,Y14,Y16,X,B,67.26,Y20,94.33962264,89.8089172,91.51515152,100,62.29508197,76.04790419,73.18435754,80.34682081,53.57142857,69.78417266,68.27586207,63.50364964,78.18181818,83.5443038,77.01149425,BP
1285,MsK,12,NOV,Y7,A,M,81.4,69,Y14,Y16,X,B,67.27,Y20,56.60377358,64.33121019,62.42424242,80.36809816,37.70491803,60.47904192,67.59776536,68.78612717,44.64285714,71.22302158,57.24137931,62.04379562,81.81818182,68.35443038,88.50574713,BP
1287,PtW,14,AUG,Y8,A,J,87.8,74.4,Y14,Y16,X,B,63.92,Y20,79.24528302,91.08280255,61.21212121,79.14110429,55.73770492,71.25748503,70.94972067,72.25433526,39.28571429,55.39568345,58.62068966,66.42335766,74.54545455,55.69620253,83.90804598,BP
1291,BiM,13,DEC,Y7,B,C,89.5,94.1,Y13,Y15,X,G,74.51,Y20,45.28301887,75.79617834,58.78787879,68.09815951,42.62295082,61.67664671,67.59776536,54.9132948,51.60714286,79.85611511,54.48275862,76.64233577,54.54545455,63.29113924,51.72413793,MP
1292,AkA,13,JAN,Y7,A,J,78.4,74,Y14,Y16,X,B,61.19,Y20,58.49056604,70.70063694,69.6969697,71.7791411,31.14754098,66.46706587,45.25139665,58.38150289,46.42857143,66.90647482,64.13793103,60.58394161,43.63636364,55.69620253,42.52873563,MP
1293,SgG,12,MAY,Y7,A,D,90,82.6,Y14,Y16,X,L,70.7,Y20,43.39622642,87.2611465,68.48484848,57.05521472,45.90163934,61.67664671,73.18435754,63.00578035,35.71428571,65.4676259,43.44827586,62.04379562,56.36363636,63.29113924,56.32183908,MP
1295,JtP,14,MAR,Y7,A,T,74.4,71.2,Y14,Y16,X,J,63.3,Y20,62.26415094,85.98726115,58.78787879,74.23312883,40.98360656,56.88622754,64.24581006,53.75722543,42.85714286,76.97841727,53.10344828,63.50364964,54.54545455,68.35443038,47.12643678,MP
1296,AdG,12,JUL,Y7,A,D,85.2,78.8,Y14,Y16,X,L,71.5,Y20,73.58490566,69.42675159,80.60606061,85.27607362,50.81967213,68.86227545,66.48044693,52.60115607,46.42857143,69.78417266,61.37931034,62.04379562,60,73.41772152,63.2183908,BP
1297,AiP,13,JUL,Y8,B,T,75.8,79.16,Y14,Y16,X,G,74.46,Y20,50.94339623,63.05732484,72.12121212,73.00613497,31.14754098,52.09580838,56.42458101,59.53757225,69.64285714,82.73381295,82.06896552,66.42335766,76.36363636,65.82278481,81.6091954,BP
1299,GaS,11,JAN,Y1,B,D,90.33,86.17,Y14,Y16,X,B,71.2,Y20,56.60377358,61.78343949,67.27272727,75.4601227,45.90163934,65.26946108,57.54189944,67.6300578,51.60714286,72.6618705,65.51724138,72.26277372,60,65.82278481,60.91954023,LP
1300,UhS,12,JUL,Y7,A,D,78.8,72.2,Y14,Y16,X,L,70.9,Y20,35.8490566,65.60509554,75.75757576,61.96319018,70.49180328,83.23353293,64.24581006,61.84971098,55.35714286,71.22302158,61.37931034,83.94160584,80,88.60759494,74.71264368,MP
1301,ShR,14,MAR,Y8,A,D,91.67,84.83,Y14,Y16,X,L,71.7,Y20,52.83018868,78.34394904,62.42424242,58.28220859,34.26229508,56.88622754,55.30726257,53.75722543,32.14285714,51.07913669,46.20689655,69.34306569,60,60.75949367,63.2183908,MP
1302,BaA,16,DEC,Y8,B,A,82,88.66,Y14,Y16,X,B,76.5,Y20,20.75471698,68.15286624,55.15151515,49.69325153,29.50819672,48.50299401,57.54189944,54.9132948,48.21428571,71.22302158,57.24137931,64.96350365,50.90909091,48.10126582,54.02298851,BP
1307,DuS,12,MAR,Y6,A,D,92.67,80.67,Y13,Y15,X,L,65.8,Y20,54.71698113,63.05732484,69.6969697,74.23312883,22.95081967,46.10778443,45.25139665,69.94219653,33.92857143,45.32374101,62.75862069,70.80291971,52.72727273,55.69620253,51.72413793,LP
1313,JyM,11,MAY,Y7,B,D,91.33,87.83,Y14,Y16,X,B,73.4,Y20,50.94339623,69.42675159,68.48484848,60.73619632,8.196721311,48.50299401,47.48603352,54.9132948,39.28571429,69.78417266,50.34482759,62.04379562,78.18181818,70.88607595,81.6091954,LP
1314,GvJ,9,JUL,Y7,A,J,73.17,72,Y14,Y16,X,B,60.2,Y20,41.50943396,82.1656051,55.15151515,61.96319018,57.37704918,74.8502994,73.18435754,58.38150289,46.42857143,65.4676259,62.75862069,63.50364964,50.72727273,55.69620253,54.02298851,BP
1317,SaC,17,MAY,Y5,A,A,77.2,78.75,Y11,Y13,W,F,75.23,Y20,22.64150943,66.87898089,50.3030303,57.05521472,26.2295082,48.50299401,48.60335196,56.06936416,58.92857143,84.17266187,61.37931034,70.80291971,72.72727273,68.35443038,81.6091954,BP
1320,DnM,13,APR,Y7,A,A,85,93.25,Y14,Y16,X,A,74.49,Y20,16.98113208,56.68789809,46.66666667,53.37423313,18.03278689,44.91017964,48.60335196,54.9132948,30.35714286,52.51798561,61.37931034,44.52554745,60,70.88607595,56.32183908,MP
1321,LoM,13,JAN,Y8,A,C,83.2,94.34,Y14,Y16,X,B,74.1,Y20,75.47169811,66.87898089,85.45454545,81.59509202,50.81967213,67.66467066,62.01117318,57.22543353,41.07142857,62.58992806,55.86206897,66.42335766,81.81818182,70.88607595,86.20689655,BP
1325,ViG,12,APR,Y7,B,T,86.2,74.5,Y14,Y16,X,G,64.5,Y20,64.1509434,75.79617834,74.54545455,79.14110429,32.78688525,58.08383234,51.95530726,72.25433526,46.42857143,71.22302158,66.89655172,56.20437956,58.18181818,81.01265823,49.42528736,BP
1329,UaA,15,MAR,Y7,A,A,90.6,92.25,Y14,Y16,X,B,69.4,Y20,45.28301887,75.79617834,57.57575758,69.32515337,45.90163934,56.88622754,58.65921788,68.78612717,39.28571429,58.27338129,55.86206897,62.04379562,58.18181818,50.63291139,63.2183908,BP
1332,SpM,15,JUN,Y7,A,T,83.16,78.6,Y14,Y16,X,B,69.09,Y20,43.39622642,63.05732484,53.93939394,70.55214724,42.62295082,54.49101796,63.12849162,68.78612717,55.35714286,78.41726619,55.86206897,75.18248175,78.18181818,78.48101266,74.71264368,BP
1333,DrA,18,OCT,Y7,A,T,84.2,70.8,Y14,Y16,X,B,62.81,Y20,69.81132075,82.1656051,75.75757576,86.50306748,63.93442623,77.24550898,68.7150838,75.72254335,33.92857143,52.51798561,53.10344828,63.50364964,87.27272727,91.13924051,81.6091954,BP
1334,RzR,19,JUL,Y7,A,D,84.4,76.2,Y14,Y16,X,B,67.13,Y20,81.13207547,92.3566879,87.87878788,55.82822086,55.73770492,67.66467066,68.7150838,59.53757225,48.21428571,82.73381295,48.96551724,64.96350365,78.18181818,53.16455696,90.8045977,MD
1335,CtA,12,JUL,Y7,A,E,86.4,78.33,Y14,Y16,X,L,71.67,Y20,20.56603774,60.50955414,45.45454545,59.50920245,29.50819672,55.68862275,47.48603352,69.94219653,44.64285714,66.90647482,65.51724138,53.28467153,40,65.82278481,35.63218391,MP
1337,SaG,14,JAN,Y7,A,C,87.2,94.71,Y14,Y16,X,B,68.37,Y20,66.03773585,66.87898089,76.96969697,79.14110429,60.6557377,73.65269461,57.54189944,65.31791908,33.92857143,78.41726619,42.06896552,41.60583942,76.36363636,78.48101266,74.71264368,BP
1345,LiD,10,MAY,Y8,B,G,83.43,67.69,Y14,Y16,X,J,64.24,Y20,58.49056604,82.1656051,64.84848485,81.59509202,57.37704918,76.04790419,79.88826816,64.16184971,69.64285714,87.05035971,76.55172414,73.72262774,67.09090909,86.07594937,65.51724138,BP
1351,AnV,14,AUG,Y7,A,N,81.73,80.5,Y14,Y16,X,B,65.24,Y20,52.83018868,64.33121019,66.06060606,69.32515337,55.73770492,73.65269461,63.12849162,54.9132948,50,72.6618705,71.03448276,51.82481752,87.27272727,91.13924051,81.6091954,BP
1358,RiV,11,NOV,Y7,B,J,84.14,78.25,Y14,Y16,X,J,70.84,Y20,45.28301887,71.97452229,60,59.50920245,45.90163934,66.46706587,59.77653631,49.13294798,57.14285714,68.34532374,62.75862069,85.40145985,52.72727273,53.16455696,54.02298851,BP
1360,AlM,9,JUN,Y5,A,N,60,78.24,Y11,Y17,X,B,66.9,Y20,18.86792453,54.14012739,52.72727273,52.14723926,9.836065574,52.09580838,36.31284916,52.60115607,37.5,58.27338129,64.13793103,56.20437956,49.09090909,63.29113924,42.52873563,LP
1363,PaS,22,MAR,Y7,A,N,74.66,66,Y14,Y16,X,B,69.1,Y20,58.49056604,71.97452229,74.54545455,68.09815951,26.2295082,53.29341317,64.24581006,50.28901734,35.71428571,62.58992806,58.62068966,47.44525547,70.90909091,83.5443038,63.2183908,LP
1364,PpR,10,MAR,Y7,A,N,81.06,85.5,Y14,Y16,X,J,61.55,Y20,26.41509434,61.78343949,45.45454545,60.73619632,39.3442623,65.26946108,49.72067039,51.44508671,33.92857143,53.95683453,66.89655172,57.66423358,27.27272727,30.37974684,35.63218391,BP
1366,SrP,12,AUG,Y7,A,N,80,72.67,Y14,Y16,X,D,64.6,Y20,88.67924528,91.08280255,100,77.91411043,59.01639344,74.8502994,67.59776536,61.84971098,23.21428571,52.51798561,53.10344828,38.68613139,74.54545455,65.82278481,79.31034483,MD
1370,RlJ,9,FEB,Y6,A,N,82.8,69.83,Y14,Y16,X,J,59.74,Y20,54.71698113,77.07006369,52.72727273,77.91411043,34.26229508,56.88622754,56.42458101,61.84971098,64.28571429,75.53956835,82.06896552,66.42335766,81.81818182,78.48101266,81.6091954,BP
1373,VrK,16,SEP,Y6,A,N,82.8,79.17,Y14,Y16,X,J,64.75,Y20,83.01886792,88.53503185,92.72727273,66.87116564,55.73770492,64.07185629,72.06703911,71.0982659,73.21428571,72.6618705,83.44827586,81.02189781,90.90909091,75.94936709,97.70114943,BP
1377,SaK,13,JUL,Y8,B,G,89.87,80.62,Y14,Y16,X,G,67.6,Y20,39.62264151,63.05732484,62.42424242,55.82822086,57.37704918,71.25748503,67.59776536,64.16184971,64.28571429,75.53956835,71.03448276,81.02189781,83.63636364,68.35443038,88.50574713,BP
1380,SaV,10,JUL,Y7,B,N,78.53,73.17,Y14,Y16,X,B,63.5,Y20,50.94339623,70.70063694,52.72727273,70.55214724,52.45901639,64.07185629,67.59776536,66.47398844,50,69.78417266,57.24137931,72.26277372,78.18181818,65.82278481,81.6091954,BP
1382,LrB,11,DEC,Y7,A,N,73.6,64.8,Y14,Y16,X,B,66.8,Y20,24.52830189,66.87898089,47.87878788,52.14723926,27.86885246,48.50299401,55.30726257,56.06936416,26.78571429,52.51798561,47.5862069,45.98540146,54.54545455,50.63291139,56.32183908,BP
1385,NaM,14,MAY,Y8,B,N,72.13,74,Y14,Y16,X,G,80.6,Y20,32.0754717,54.14012739,56.36363636,60.73619632,0,61.67664671,36.31284916,51.44508671,53.57142857,78.41726619,62.75862069,66.42335766,40,55.69620253,33.33333333,BP
1386,JlK,10,MAY,Y8,A,N,87.6,86.5,Y14,Y16,X,B,60.2,Y20,56.60377358,80.89171975,67.27272727,73.00613497,62.29508197,74.8502994,58.65921788,59.53757225,66.07142857,72.6618705,71.03448276,85.40145985,52.72727273,65.82278481,51.72413793,BP
1388,SlK,13,MAR,Y8,B,N,87.06,81,Y14,Y16,X,D,77.1,Y20,54.71698113,63.05732484,69.6969697,73.00613497,31.14754098,54.49101796,63.12849162,53.75722543,32.14285714,59.71223022,64.13793103,47.44525547,83.63636364,73.41772152,86.20689655,MP
1389,MaS,17,JUL,Y7,B,N,81.46,80.67,Y14,Y16,X,G,64.16,Y20,30.18867925,49.04458599,64.84848485,63.19018405,39.3442623,61.67664671,63.12849162,59.53757225,46.42857143,59.71223022,72.4137931,62.04379562,58.18181818,75.94936709,47.12643678,BP
1393,SmA,10,APR,Y7,A,N,81.33,75.33,Y14,Y16,X,G,75.7,Y20,39.62264151,66.87898089,52.72727273,66.87116564,40.98360656,54.49101796,56.42458101,65.31791908,67.85714286,78.41726619,65.51724138,86.86131387,52.72727273,48.10126582,56.32183908,BP
1394,DdT,12,AUG,Y7,A,N,82.6,74.6,Y14,Y16,X,J,61.9,Y20,56.60377358,75.79617834,67.27272727,71.7791411,29.50819672,56.88622754,48.60335196,60.69364162,60.71428571,69.78417266,80.68965517,67.88321168,74.54545455,73.41772152,74.71264368,MP
1396,NaP,11,OCT,Y6,B,N,81.06,62.5,Y13,Y15,X,G,68.8,Y20,41.50943396,66.87898089,58.78787879,64.41717791,16.39344262,47.30538922,45.25139665,52.60115607,55.35714286,85.61151079,54.48275862,73.72262774,69.09090909,78.48101266,63.2183908,MP
1398,CaM,14,DEC,Y7,B,N,80.13,69.17,Y14,Y16,X,J,62.48,Y20,39.62264151,73.24840764,57.57575758,61.96319018,26.2295082,48.50299401,51.95530726,53.75722543,75,79.85611511,83.44827586,75.18248175,45.45454545,58.2278481,42.52873563,LP
1399,SaM,17,APR,Y7,A,N,79.2,84.17,Y14,Y16,X,D,67.6,Y20,20.75471698,54.14012739,52.72727273,49.69325153,57.37704918,60.47904192,73.18435754,75.72254335,39.28571429,42.44604317,68.27586207,63.50364964,52.72727273,68.35443038,44.82758621,LP
1404,PaJ,13,APR,Y8,B,N,80.13,70.36,Y15,Y17,X,J,74.2,Y20,39.62264151,63.05732484,63.63636364,61.96319018,16.39344262,42.51497006,44.13407821,57.22543353,51.78571429,74.10071942,58.62068966,70.80291971,54.54545455,43.03797468,65.51724138,MP
1408,SiS,12,OCT,Y7,B,G,86.5,76.4,Y14,Y16,X,J,69.85,Y20,43.39622642,63.05732484,63.63636364,63.19018405,45.90163934,60.47904192,68.7150838,56.06936416,66.07142857,72.6618705,71.03448276,82.48175182,67.27272727,88.60759494,56.32183908,BP
1409,RrM,18,JUL,Y5,A,N,76.8,60,Y12,Y14,X,B,72.3,Y20,50.94339623,63.05732484,56.36363636,71.7791411,47.54098361,61.67664671,62.01117318,65.31791908,32.14285714,52.51798561,36.55172414,79.5620438,50.90909091,78.48101266,40.22988506,MP
1410,NaI,12,OCT,Y7,B,N,86.13,79,Y14,Y16,X,J,66.79,Y20,54.71698113,69.42675159,72.12121212,70.55214724,22.78688525,53.29341317,60.89385475,52.60115607,37.5,55.39568345,53.10344828,69.34306569,50.90909091,73.41772152,42.52873563,BP
1412,MaS,12,DEC,Y5,B,N,78.33,76.86,Y12,Y14,Z,G,77.8,Y20,35.8490566,70.70063694,63.63636364,60.73619632,8.196721311,35.32934132,39.66480447,49.13294798,48.21428571,64.02877698,71.03448276,64.96350365,56.36363636,58.2278481,56.32183908,MP
1413,MjR,18,AUG,Y8,A,N,88.53,82.67,Y14,Y16,X,L,66.1,Y20,52.83018868,71.97452229,62.42424242,68.09815951,40.98360656,59.28143713,57.54189944,58.38150289,30.35714286,59.71223022,40.68965517,56.20437956,96.36363636,96.20253165,95.40229885,LP
1414,PaS,13,DEC,Y7,B,N,87.06,77.67,Y14,Y16,X,G,63.64,Y20,49.05660377,69.42675159,64.84848485,63.19018405,45.90163934,65.26946108,73.18435754,51.44508671,46.42857143,74.10071942,46.20689655,73.72262774,47.27272727,70.88607595,37.93103448,BP
1417,VaP,13,SEP,Y7,B,N,88.4,87.5,Y14,Y16,X,J,63.44,Y20,66.03773585,74.52229299,70.90909091,88.95705521,65.57377049,79.64071856,58.65921788,53.75722543,53.57142857,81.29496403,58.62068966,59.12408759,78.18181818,78.48101266,77.01149425,BP
1418,ShA,13,MAR,Y8,A,N,77.86,74.83,Y14,Y16,X,D,73.5,Y20,28.30188679,60.50955414,61.21212121,52.14723926,59.01639344,70.05988024,72.06703911,69.94219653,28.57142857,51.07913669,64.13793103,48.90510949,69.09090909,55.69620253,77.01149425,BP
